request	Election_Jurisdiction:token	Election_Jurisdiction:id	Election_Jurisdiction	Election_Year:token	Election_Year:id	Election_Year	Election_Type:token	Election_Type:id	Election_Type	Office_Sought:token	Office_Sought:id	Office_Sought	#_of_Records	Total_$
s=NC&c-exi=1&c-r-ot=H&c-r-id=70696	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4771	"HOUSE DISTRICT 062"	6	3550.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70707	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4731	"HOUSE DISTRICT 022"	65	3235.77
s=NC&c-exi=1&c-r-ot=H&c-r-id=47697	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4778	"HOUSE DISTRICT 069"	29	3200.50
s=NC&c-exi=1&c-r-ot=H&c-r-id=47677	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4807	"HOUSE DISTRICT 098"	9	3100.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70711	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4764	"HOUSE DISTRICT 055"	3	2757.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53284	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4817	"HOUSE DISTRICT 108"	11	2700.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47664	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4775	"HOUSE DISTRICT 066"	13	2666.83
s=NC&c-exi=1&c-r-ot=H&c-r-id=70809	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4767	"HOUSE DISTRICT 058"	30	2645.14
s=NC&c-exi=1&c-r-ot=H&c-r-id=47666	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4776	"HOUSE DISTRICT 067"	15	2626.50
s=NC&c-exi=1&c-r-ot=H&c-r-id=47659	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4767	"HOUSE DISTRICT 058"	7	1950.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47667	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4776	"HOUSE DISTRICT 067"	8	1743.56
s=NC&c-exi=1&c-r-ot=H&c-r-id=47650	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4737	"HOUSE DISTRICT 028"	6	1663.38
s=NC&c-exi=1&c-r-ot=H&c-r-id=47665	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4775	"HOUSE DISTRICT 066"	10	1460.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53285	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4818	"HOUSE DISTRICT 109"	20	1100.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70777	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4721	"HOUSE DISTRICT 012"	4	1063.76
s=NC&c-exi=1&c-r-ot=H&c-r-id=70799	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4777	"HOUSE DISTRICT 068"	2	1000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70738	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4829	"HOUSE DISTRICT 120"	3	557.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70822	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4740	"HOUSE DISTRICT 031"	1	500.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47653	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4753	"HOUSE DISTRICT 044"	6	492.62
s=NC&c-exi=1&c-r-ot=H&c-r-id=70849	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4780	"HOUSE DISTRICT 071"	4	195.72
s=NC&c-exi=1&c-r-ot=H&c-r-id=48581	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4805	"HOUSE DISTRICT 096"	46	-900.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49630	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4783	"HOUSE DISTRICT 074"	10	-1348.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70810	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4793	"HOUSE DISTRICT 084"	7	-4139.73
s=NC&c-exi=1&c-r-ot=H&c-r-id=48594	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4781	"HOUSE DISTRICT 072"	78	-4789.22
s=NC&c-exi=1&c-r-ot=H&c-r-id=70762	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4770	"HOUSE DISTRICT 061"	3	-9000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=7848	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4729	"HOUSE DISTRICT 020"	301	-50950.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=35249	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4783	"HOUSE DISTRICT 074"	208	-66433.23
s=NC&c-exi=1&c-r-ot=H&c-r-id=7847	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4770	"HOUSE DISTRICT 061"	0	0.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23667	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4714	"HOUSE DISTRICT 005"	0	0.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=31355	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4813	"HOUSE DISTRICT 104"	0	0.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=45563	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4714	"HOUSE DISTRICT 005"	0	0.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47656	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4714	"HOUSE DISTRICT 005"	0	0.00


