request	Election_Jurisdiction:token	Election_Jurisdiction:id	Election_Jurisdiction	Election_Year:token	Election_Year:id	Election_Year	Election_Type:token	Election_Type:id	Election_Type	Office_Sought:token	Office_Sought:id	Office_Sought	#_of_Records	Total_$
s=NC&c-exi=1&c-r-ot=H&c-r-id=49640	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4716	"HOUSE DISTRICT 007"	113	18365.14
s=NC&c-exi=1&c-r-ot=H&c-r-id=14831	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4803	"HOUSE DISTRICT 094"	92	18362.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=61000	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4767	"HOUSE DISTRICT 058"	80	18280.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=70721	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4811	"HOUSE DISTRICT 102"	31	18253.99
s=NC&c-exi=1&c-r-ot=H&c-r-id=49661	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4822	"HOUSE DISTRICT 113"	37	18200.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48571	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4795	"HOUSE DISTRICT 086"	33	18000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53272	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4784	"HOUSE DISTRICT 075"	54	17849.99
s=NC&c-exi=1&c-r-ot=H&c-r-id=47690	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4755	"HOUSE DISTRICT 046"	46	17797.01
s=NC&c-exi=1&c-r-ot=H&c-r-id=35252	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4805	"HOUSE DISTRICT 096"	69	17555.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49648	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4784	"HOUSE DISTRICT 075"	65	17525.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48580	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4716	"HOUSE DISTRICT 007"	34	17510.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=27125	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4792	"HOUSE DISTRICT 083"	60	17468.53
s=NC&c-exi=1&c-r-ot=H&c-r-id=60989	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4756	"HOUSE DISTRICT 047"	97	17405.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=27092	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4735	"HOUSE DISTRICT 026"	31	17398.77
s=NC&c-exi=1&c-r-ot=H&c-r-id=49622	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4816	"HOUSE DISTRICT 107"	26	17350.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70686	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4730	"HOUSE DISTRICT 021"	64	17238.70
s=NC&c-exi=1&c-r-ot=H&c-r-id=47708	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4797	"HOUSE DISTRICT 088"	34	17225.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=19614	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4776	"HOUSE DISTRICT 067"	80	17055.05
s=NC&c-exi=1&c-r-ot=H&c-r-id=60954	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4721	"HOUSE DISTRICT 012"	102	17005.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70676	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4712	"HOUSE DISTRICT 003"	77	16842.48
s=NC&c-exi=1&c-r-ot=H&c-r-id=27052	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4754	"HOUSE DISTRICT 045"	48	16840.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=27072	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4791	"HOUSE DISTRICT 082"	56	16740.20
s=NC&c-exi=1&c-r-ot=H&c-r-id=53270	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4773	"HOUSE DISTRICT 064"	35	16660.90
s=NC&c-exi=1&c-r-ot=H&c-r-id=49646	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4739	"HOUSE DISTRICT 030"	116	16522.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48606	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4829	"HOUSE DISTRICT 120"	19	16500.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42278	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4757	"HOUSE DISTRICT 048"	26	16465.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70778	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4756	"HOUSE DISTRICT 047"	40	16325.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49639	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4792	"HOUSE DISTRICT 083"	44	16314.09
s=NC&c-exi=1&c-r-ot=H&c-r-id=45571	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4794	"HOUSE DISTRICT 085"	49	16295.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=51222	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4737	"HOUSE DISTRICT 028"	83	16250.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=51218	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4769	"HOUSE DISTRICT 060"	35	16125.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48564	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4730	"HOUSE DISTRICT 021"	49	15976.30
s=NC&c-exi=1&c-r-ot=H&c-r-id=49616	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4782	"HOUSE DISTRICT 073"	28	15950.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=51223	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4751	"HOUSE DISTRICT 042"	29	15665.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53265	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4720	"HOUSE DISTRICT 011"	62	15607.50
s=NC&c-exi=1&c-r-ot=H&c-r-id=60985	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4752	"HOUSE DISTRICT 043"	99	15466.14
s=NC&c-exi=1&c-r-ot=H&c-r-id=35250	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4739	"HOUSE DISTRICT 030"	80	15458.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49652	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4757	"HOUSE DISTRICT 048"	101	15173.32
s=NC&c-exi=1&c-r-ot=H&c-r-id=23615	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4756	"HOUSE DISTRICT 047"	40	14900.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47672	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4794	"HOUSE DISTRICT 085"	35	14875.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47700	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4785	"HOUSE DISTRICT 076"	52	14775.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53260	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4738	"HOUSE DISTRICT 029"	92	14653.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=55152	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4730	"HOUSE DISTRICT 021"	26	14500.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53271	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4782	"HOUSE DISTRICT 073"	17	14425.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47679	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4724	"HOUSE DISTRICT 015"	57	14400.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=50452	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4770	"HOUSE DISTRICT 061"	32	14390.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48570	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4811	"HOUSE DISTRICT 102"	108	14337.90
s=NC&c-exi=1&c-r-ot=H&c-r-id=42319	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4816	"HOUSE DISTRICT 107"	31	14150.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23623	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4725	"HOUSE DISTRICT 016"	50	14100.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42315	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4730	"HOUSE DISTRICT 021"	46	14092.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=1044	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4769	"HOUSE DISTRICT 060"	64	14016.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42323	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4736	"HOUSE DISTRICT 027"	39	13750.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=55161	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4723	"HOUSE DISTRICT 014"	91	13707.75
s=NC&c-exi=1&c-r-ot=H&c-r-id=7779	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4771	"HOUSE DISTRICT 062"	87	13625.20
s=NC&c-exi=1&c-r-ot=H&c-r-id=47658	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4765	"HOUSE DISTRICT 056"	34	13494.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47638	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4710	"HOUSE DISTRICT 001"	43	13491.25
s=NC&c-exi=1&c-r-ot=H&c-r-id=45553	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4767	"HOUSE DISTRICT 058"	34	13350.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53261	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4751	"HOUSE DISTRICT 042"	64	13107.34
s=NC&c-exi=1&c-r-ot=H&c-r-id=27124	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4788	"HOUSE DISTRICT 079"	36	12952.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=60973	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4740	"HOUSE DISTRICT 031"	21	12877.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47643	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4716	"HOUSE DISTRICT 007"	61	12864.44
s=NC&c-exi=1&c-r-ot=H&c-r-id=70831	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4757	"HOUSE DISTRICT 048"	33	12760.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53287	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4826	"HOUSE DISTRICT 117"	9	12550.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49614	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4771	"HOUSE DISTRICT 062"	24	12415.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47673	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4794	"HOUSE DISTRICT 085"	32	12355.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49643	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4737	"HOUSE DISTRICT 028"	24	12350.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=35256	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4782	"HOUSE DISTRICT 073"	34	12000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49663	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4829	"HOUSE DISTRICT 120"	17	11950.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70741	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4815	"HOUSE DISTRICT 106"	53	11890.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47644	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4716	"HOUSE DISTRICT 007"	39	11817.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47680	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4736	"HOUSE DISTRICT 027"	33	11772.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=36467	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4816	"HOUSE DISTRICT 107"	89	11729.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=42273	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4738	"HOUSE DISTRICT 029"	45	11620.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=28328	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4817	"HOUSE DISTRICT 108"	72	11617.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=50825	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4814	"HOUSE DISTRICT 105"	15	11600.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42324	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4751	"HOUSE DISTRICT 042"	46	11490.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=51239	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4829	"HOUSE DISTRICT 120"	20	11450.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=49607	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4773	"HOUSE DISTRICT 064"	27	11445.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47642	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	25	11430.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=55166	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4756	"HOUSE DISTRICT 047"	46	11407.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47689	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4754	"HOUSE DISTRICT 045"	45	11213.46
s=NC&c-exi=1&c-r-ot=H&c-r-id=49665	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4780	"HOUSE DISTRICT 071"	24	11170.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=55619	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4815	"HOUSE DISTRICT 106"	39	11122.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=4924	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4716	"HOUSE DISTRICT 007"	20	11087.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=55175	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4808	"HOUSE DISTRICT 099"	20	11050.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53278	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4798	"HOUSE DISTRICT 089"	27	10850.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47652	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4741	"HOUSE DISTRICT 032"	29	10830.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47706	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4793	"HOUSE DISTRICT 084"	42	10805.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=27093	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4737	"HOUSE DISTRICT 028"	40	10529.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23677	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4765	"HOUSE DISTRICT 056"	44	10344.88
s=NC&c-exi=1&c-r-ot=H&c-r-id=47654	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4756	"HOUSE DISTRICT 047"	38	10000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47676	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4807	"HOUSE DISTRICT 098"	26	9850.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=55159	s	NC	NC	y	2012	2012	c-r-t	1	Standard	c-r-osid	4733	"HOUSE DISTRICT 024"	27	9797.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70852	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4789	"HOUSE DISTRICT 080"	74	9795.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=27121	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4806	"HOUSE DISTRICT 097"	39	9773.93
s=NC&c-exi=1&c-r-ot=H&c-r-id=49656	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4796	"HOUSE DISTRICT 087"	19	9750.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23662	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4800	"HOUSE DISTRICT 091"	31	9700.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70710	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4769	"HOUSE DISTRICT 060"	35	9691.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=28316	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4780	"HOUSE DISTRICT 071"	33	9650.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47675	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4796	"HOUSE DISTRICT 087"	19	9523.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47668	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4779	"HOUSE DISTRICT 070"	28	9430.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47646	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4726	"HOUSE DISTRICT 017"	37	9395.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=45556	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4779	"HOUSE DISTRICT 070"	26	9250.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=7814	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4814	"HOUSE DISTRICT 105"	33	9218.61
s=NC&c-exi=1&c-r-ot=H&c-r-id=17994	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4791	"HOUSE DISTRICT 082"	20	9190.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=60963	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4730	"HOUSE DISTRICT 021"	28	9065.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70663	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4816	"HOUSE DISTRICT 107"	30	9019.71
s=NC&c-exi=1&c-r-ot=H&c-r-id=70772	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4739	"HOUSE DISTRICT 030"	9	9011.55
s=NC&c-exi=1&c-r-ot=H&c-r-id=47705	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4791	"HOUSE DISTRICT 082"	75	8993.85
s=NC&c-exi=1&c-r-ot=H&c-r-id=47660	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4768	"HOUSE DISTRICT 059"	25	8925.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42279	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4785	"HOUSE DISTRICT 076"	26	8900.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=45570	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4752	"HOUSE DISTRICT 043"	39	8700.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23683	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4798	"HOUSE DISTRICT 089"	26	8675.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70769	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4785	"HOUSE DISTRICT 076"	24	8600.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=4913	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4775	"HOUSE DISTRICT 066"	29	8536.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42326	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4829	"HOUSE DISTRICT 120"	22	8525.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=61013	s	NC	NC	y	2014	2014	c-r-t	1	Standard	c-r-osid	4780	"HOUSE DISTRICT 071"	43	8497.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70768	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4752	"HOUSE DISTRICT 043"	51	8430.95
s=NC&c-exi=1&c-r-ot=H&c-r-id=47681	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4736	"HOUSE DISTRICT 027"	23	8200.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47662	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4769	"HOUSE DISTRICT 060"	31	8175.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=51234	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4813	"HOUSE DISTRICT 104"	160	7984.99
s=NC&c-exi=1&c-r-ot=H&c-r-id=47683	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4739	"HOUSE DISTRICT 030"	35	7800.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70855	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4732	"HOUSE DISTRICT 023"	55	7665.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=35257	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4780	"HOUSE DISTRICT 071"	15	7150.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=6967	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4806	"HOUSE DISTRICT 097"	19	7125.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70824	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4808	"HOUSE DISTRICT 099"	8	6900.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=45550	s	NC	NC	y	2000	2000	c-r-t	1	Standard	c-r-osid	4737	"HOUSE DISTRICT 028"	25	6850.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=51198	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4771	"HOUSE DISTRICT 062"	16	6750.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47684	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4739	"HOUSE DISTRICT 030"	22	6607.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47655	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4756	"HOUSE DISTRICT 047"	25	6600.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53276	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4793	"HOUSE DISTRICT 084"	19	6550.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53263	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4780	"HOUSE DISTRICT 071"	16	6200.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=42325	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4775	"HOUSE DISTRICT 066"	20	6000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70791	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4781	"HOUSE DISTRICT 072"	6	6000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70814	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4751	"HOUSE DISTRICT 042"	39	5995.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47663	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4769	"HOUSE DISTRICT 060"	21	5945.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47709	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4800	"HOUSE DISTRICT 091"	14	5800.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47704	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4790	"HOUSE DISTRICT 081"	28	5781.96
s=NC&c-exi=1&c-r-ot=H&c-r-id=28334	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4740	"HOUSE DISTRICT 031"	13	5757.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47661	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4768	"HOUSE DISTRICT 059"	12	5620.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48592	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4738	"HOUSE DISTRICT 029"	13	5600.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47641	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4715	"HOUSE DISTRICT 006"	25	5540.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=23669	s	NC	NC	y	2002	2002	c-r-t	1	Standard	c-r-osid	4759	"HOUSE DISTRICT 050"	16	5400.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=47685	s	NC	NC	y	1998	1998	c-r-t	1	Standard	c-r-osid	4744	"HOUSE DISTRICT 035"	19	5300.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70807	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4748	"HOUSE DISTRICT 039"	13	5149.35
s=NC&c-exi=1&c-r-ot=H&c-r-id=47640	s	NC	NC	y	1996	1996	c-r-t	1	Standard	c-r-osid	4714	"HOUSE DISTRICT 005"	23	5032.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=53266	s	NC	NC	y	2010	2010	c-r-t	1	Standard	c-r-osid	4723	"HOUSE DISTRICT 014"	14	4635.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=48587	s	NC	NC	y	2004	2004	c-r-t	1	Standard	c-r-osid	4737	"HOUSE DISTRICT 028"	20	4207.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70784	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4792	"HOUSE DISTRICT 083"	11	4165.90
s=NC&c-exi=1&c-r-ot=H&c-r-id=51208	s	NC	NC	y	2008	2008	c-r-t	1	Standard	c-r-osid	4793	"HOUSE DISTRICT 084"	11	4000.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=70804	s	NC	NC	y	2016	2016	c-r-t	1	Standard	c-r-osid	4714	"HOUSE DISTRICT 005"	4	3750.00
s=NC&c-exi=1&c-r-ot=H&c-r-id=31350	s	NC	NC	y	2006	2006	c-r-t	1	Standard	c-r-osid	4714	"HOUSE DISTRICT 005"	12	3699.67
